full_address,lat,lon
"64-05 Yellowstone Blvd, 416S, 11375",40.7321708,-73.85125339999999
"64-05 Yellowstone Blvd, 208S, 11375",40.7321708,-73.85125339999999
"110-42 65 Avenue, 42, 11375",40.7324267,-73.845416
"110-46 65Th Avenue, 46, 11375",40.7324267,-73.845416
"64-05 Yellowstone Blvd, 314S, 11375",40.7321708,-73.85125339999999
"105-25 65Th Road, 5A, 11375",40.7307599,-73.849986
"64-05 Yellowstone Blvd, 212S, 11375",40.7321708,-73.85125339999999
"108-27 63 Avenue, 3A, 11375",40.7355098,-73.84969590000001
"105-25 65Th Road, 4B, 11375",40.7307599,-73.849986
"110-32 65 Avenue, 32, 11375",40.7324267,-73.845416
"69-45 108 Street, 2A, 11375",40.7240559,-73.8446925
"69-45 108Th Street, 8F, 11375",40.7240559,-73.8446925
"69-45 108Th Street, 2J, 11375",40.7240559,-73.8446925
"108-20 71 Avenue, 2A, 11375",40.7215811,-73.8429738
"108-20 71St Ave, 11F, 11375",40.7215811,-73.8429738
"10820 71St Avenue, 3A, 11375",40.7215811,-73.8429738
"6945 108Th Street, 2I, 11375",40.7240559,-73.8446925
"69-45 108 Street, 4G, 11375",40.7240559,-73.8446925
"108-20 71St Avenue, 10D, 11375",40.7215811,-73.8429738
"108-20 71 Avenue, 9D, 11375",40.7215811,-73.8429738
"112-01 Queens Boulevard, 8A, 11375",40.718793,-73.8365852
"112-01 Queens Blvd, 10B, 11375",40.718793,-73.8365852
"11201 Queens Blvd, 11A, 11375",40.718793,-73.8365852
"108-20 71 Avenue, 2D, 11375",40.7214599,-73.84397
"112-01 Queens Boulevard, 12F, 11375",40.718793,-73.8365852
"112-01 Queens Boulevard, 11F, 11375",40.718793,-73.8365852
"112-01 Queens Boulevard, 20B, 11375",40.718793,-73.8365852
"112-01 Queens Boulevard, 9J, 11375",40.718793,-73.8365852
"112-01 Queens Blvd, 11H, 11375",40.718793,-73.8365852
"112-01 Queens Boulevard, 7H, 11375",40.718793,-73.8365852
"112-01 Queens Boulevard, 11L, 11375",40.718793,-73.8365852
"112-01 Queens Blvd, 19E, 11375",40.718793,-73.8365852
"11201 Queens Blvd, 9H, 11375",40.718793,-73.8365852
"112-01 Queens Blvd, 11J, 11375",40.7187202,-73.8368722
"75-58 113Th Street, 2, 11375",40.7179581,-73.8347788
"106-20 70Th Avenue, 4A, 11375",40.7214102,-73.846274
"107-06 Queens Boulevard, 8D, 11375",40.7215909,-73.846114
"106-20 70Th Avenue, 4D, 11375",40.7214102,-73.846274
"107-06 Queens Boulevard, 6G, 11375",40.7215909,-73.846114
"106-20 70 Avenue, 8B, 11375",40.7214102,-73.846274
"107-06 Queens Boulevard, 3A, 11375",40.722447,-73.8448981
"107-02 Queens Boulevard, 10B, 11375",40.7215909,-73.846114
"72-34 Austin Street, F2, 11375",40.7186531,-73.8415906
"107-06 Queens Boulevard, 10C, 11375",40.7214518,-73.8449154
"72-34 Austin Street, B6, 11375",40.7186283,-73.84161379999999
"107-06 Queens Boulevard, 8G, 11375",40.7217099,-73.8445799
"107-24 71 Road, 16A, 11375",40.72023,-73.842957
"107-24 71St Road, 8B, 11375",40.7202357,-73.8429625
"109-15 72 Road, 3B, 11375",40.719414,-73.84165
"109-15 72 Road, 2A, 11375",40.719414,-73.84165
"107-24 71 Road, 12C, 11375",40.7202357,-73.8429625
"107-24 71 Road, 11C, 11375",40.7202357,-73.8429625
"107-24 71St Road, 15D, 11375",40.7202357,-73.8429625
"109-20 Queens Boulevard, 4H, 11375",40.719864,-73.84143399999999
"109-15 72 Road, 2B, 11375",40.719414,-73.84165
"107-24 71St Road, 12E, 11375",40.7202357,-73.8429625
"109-15 72 Road, 2C, 11375",40.719414,-73.84165
"109-20 Queens Blvd, 3J, 11375",40.71980629999999,-73.8412489
"109-15 72 Road, 4B, 11375",40.719414,-73.84165
"109-15 72 Road, 3D, 11375",40.719414,-73.84165
"109-15 72 Road, 4D, 11375",40.719414,-73.84165
"109-15 72 Road, 5B, 11375",40.719414,-73.84165
"109-15 72Nd Road, 6B, 11375",40.719414,-73.84165
"109-15 72 Road, 6D, 11375",40.719414,-73.84165
"111-14 76Th Avenue, 602, 11375",40.7164221,-73.83678669999999
"78-29 Austin Street, 305, 11375",40.713597,-73.8340777
"109-15 72 Road, 7C, 11375",40.719414,-73.84165
"78-29 Austin Street, 307, 11375",40.713597,-73.8340777
"109-15 72 Road, 7B, 11375",40.719414,-73.84165
"111-14 76Th Avenue, 506, 11375",40.7164221,-73.83678669999999
"78-29 Austin Street, 311, 11375",40.713597,-73.8340777
"78-29 Austin Street, 309, 11375",40.713597,-73.8340777
"78-29 Austin Street, 511, 11375",40.713597,-73.8340777
"78-29 Austin Street, 507, 11375",40.713597,-73.8340777
"78-29 Austin Street, 407, 11375",40.713597,-73.8340777
"78-29 Austin Street, 409, 11375",40.713597,-73.8340777
"78-29 Austin Street, 417, 11375",40.713597,-73.8340777
"78-29 Austin Street, 312, 11375",40.713597,-73.8340777
"78-29 Austin Street, Ph2B, 11375",40.713597,-73.8340777
"78-29 Austin Street, Ph2F, 11375",40.713597,-73.8340777
"78-29 Austin Street, 515, 11375",40.713597,-73.8340777
"78-29 Austin Street, 317, 11375",40.713597,-73.8340777
"119-49 Union Turnpike, 8A, 11375",40.7142187,-73.8321677
"119-45 Union Turnpike, 9B, 11375",40.7142187,-73.8321677
"111-50 75Th Road, A31, 11375",40.7178624,-73.83686999999999
"119-45 Union Turnpike, 10F, 11375",40.7142187,-73.8321677
"111-20 73Rd Avenue, 6G, 11375",40.7192899,-73.8391
"111-20 73Rd Avenue, 7G, 11375",40.7192899,-73.8391
"110-31 73 Road, 4C, 11375",40.7177291,-73.83962149999999
"111-01 Queens Boulevard, 15U, 11375",40.7192538,-73.8380001
"110-31 73 Road, 2F, 11375",40.7187222,-73.8391662
"111-20 73Rd Avenue, 6F, 11375",40.7192899,-73.8391
"107-40 Queens Boulevard, 9J, 11375",40.7217099,-73.8445799
"110-34 73 Road, 3B, 11375",40.7177291,-73.83962149999999
"108-18 72 Avenue, 11375",40.7197653,-73.8420489
"111-50 76 Avenue, A62, 11375",40.7163851,-73.8354422
"106-21 Metropolitan Avenue, 11375",40.7099556,-73.8462469
"98-07 Ascan Avenue, 11375",40.7099792,-73.8460746
"107-15 71St Avenue, 2, 11375",40.7211753,-73.844438
"107-15 71St Avenue, 1, 11375",40.72016,-73.84478000000001
"96-01 69 Avenue, 11375",40.7170423,-73.8522957
"107-09 Metropolitan Avenue, 11375",40.70982,-73.845704
"67-09 108Th Street, 11375",40.728734,-73.84709819999999
"102-01 66 Road, 11375",40.72905110000001,-73.85173859999999
"107-25 71 Avenue, 11375",40.7209499,-73.8447652
"108-20 71 Avenue, 1C, 11375",40.7216247,-73.8429036
"112-03 Queens Boulevard, 11375",40.7181855,-73.8359863
"112-16 75 Avenue, 11375",40.7187927,-73.8365848
"108-27 63Rd Avenue, P2, 11375",40.7355098,-73.84969590000001
"106-20 70Th Avenue, P7, 11375",40.7214102,-73.846274
"109-15 72 Road, P9, 11375",40.719414,-73.84165
"109-15 72 Road, P1, 11375",40.719414,-73.84165
"78-29 Austin Street, Pu20, 11375",40.713597,-73.8340777
"64-05 Yellowstone Blvd, Ps20, 11375",40.7322592,-73.85123329999999
"64-05 Yellowstone Blvd, Ps13, 11375",40.7322592,-73.85123329999999
"64-34 Grand Central Pkwy, P10, 11375",40.7332012,-73.8448234
"109-15 72 Road, P4, 11375",40.719414,-73.84165
"106-20 70 Avenue, P8, 11375",40.7214102,-73.846274
"78-29 Austin Street, Pu22, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu14, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu28, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu23, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu26, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu64, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu50, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu37, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu25, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu60, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu52, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu40, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu86, 11375",40.713597,-73.8340777
"78-29 Austin Street, Pu87, 11375",40.713597,-73.8340777
"61-25 Utopia Parkway, 11365",40.7381175,-73.79269529999999
"61-32 184 Street, 11365",40.7386727,-73.7898996
"106-20 70 Avenue, S4, 11375",40.7214102,-73.846274
"108-20 71 Avenue, 1A, 11375",40.7222734,-73.8424118
"61-22 183 Street, 11365",40.7387202,-73.7909681
"106-20 70Th Avenue, S8, 11375",40.7214102,-73.846274
"6403 Utopia Parkway, 11365",40.7377732,-73.7926678
"61-28 184 Street, 11365",40.7387744,-73.790003
"184-15 64 Avenue, 11365",40.7384932,-73.7889575
"184-11 64 Avenue, 11365",40.7384493,-73.7890838
"65-16 180 Street, 11365",40.7359714,-73.79266419999999
"65-07 181St Street, 11365",40.7365313,-73.79135900000001
"65-27 182 Street, 11365",40.7362506,-73.7902442
"64-30 185 Street, 11365",40.7374721,-73.78838329999999
"67-16 179Th Street, 11365",40.7345048,-73.7924858
"64-33 184Th Street, 11365",40.7372344,-73.7887506
"67-03 181 Street, 11365",40.73533430000001,-73.7906376
"65-15 183Rd Street, 11365",40.7367872,-73.7895319
"65-02 183 Street, 11365",40.736994,-73.7903391
"67-03 182 Street, 11365",40.7355314,-73.789912
"67-24 184Th Street, 11365",40.7353657,-73.788386
"67-44 184Th Street, 11365",40.7348497,-73.78815139999999
"67-28 185 Street, 11365",40.7355105,-73.7874714
"184-03 69Th Avenue, 11365",40.7345535,-73.7875333
"69-49 179 Street, 11365",40.7318017,-73.791152
"67-36 199 Street, 11365",40.738625,-73.77508139999999
"17615 Jewel Avenue, 11365",40.7314956,-73.7931715
"69-51 178Th Street, 11365",40.7314642,-73.7920252
"69-40 178Th Street, 11365",40.73166579999999,-73.7926226
"67-43 198 Street, 11365",40.738321,-73.7752506
"185-06 64Th Avenue, 11365",40.7382806,-73.7881429
"69-78 180 Street, 11365",40.7311732,-73.79039689999999
"69-42 180Th Street, 11365",40.7321088,-73.79081359999999
"6704 198Th St, 11365",40.7391987,-73.7762144
"69-60 181 Street, 11365",40.7318457,-73.7896942
"69-41 179 Street, 11365",40.732005,-73.7912412
"69-67 181St Street, 11365",40.731756,-73.7891642
"69-14 183 St, 11365",40.7335692,-73.78852979999999
"6926 182Nd Street, 11365",40.7330244,-73.7892649
"69-39 181St Street, 11365",40.7324891,-73.7894754
"69-27 181St Street, 11365",40.732816,-73.789592
"69-61 180Th Street, 11365",40.7317189,-73.79010640000001
"69-18 183 Street, 11365",40.7334663,-73.78847689999999
"182-06 69 Avenue, 11365",40.733643,-73.78894
"69-66 183 Street, 11365",40.73224,-73.787891
"69-81 182Th Street, 11365",40.7317129,-73.7881187
"69-42 184Th Street, 11365",40.7329876,-73.787446
"69-50 185 Street, 11365",40.7331345,-73.7863459
"6914 198Th Street, 11365",40.7371931,-73.775257
"69-46 198 Street, 11365",40.7363602,-73.7748936
"69-04 198Th Street, 11365",40.7374449,-73.7753961
"73-17 178Th Street, 11366",40.7299948,-73.7911979
"73-52 177Th Street, 11366",40.7287642,-73.7923009
"6951 198Th Street, 11365",40.7362815,-73.77435969999999
"73-38 178Th Street, 11366",40.7293192,-73.7915311
"6939 197Th Street, 11365",40.7364188,-73.7752375
"69-14 198Th Street, 11365",40.7371931,-73.775257
"69-24 199Th Street, 11365",40.7371488,-73.774342
"7314 180Th Street, 11366",40.7303486,-73.7899863
"73-09 178 Street, 11366",40.7301887,-73.79131869999999
"73-30 181 Street, 11366",40.7301727,-73.788946
"73-01 182 Street, 11366",40.7312621,-73.7879349
"73-25 182 Street, 11366",40.7306459,-73.7876433
"7332 184Th St, 11366",40.7309918,-73.78636689999999
"73-19 184Th Street, 11366",40.7314429,-73.7859958
"73-08 184 Street, 11366",40.7316206,-73.7866102
"73-16 183Rd Street, 11366",40.7310947,-73.7873907
"73-47 184 Street, 11366",40.7306767,-73.785664
"73-44 185 Street, 11366",40.7308902,-73.7853379
"73-19 183 Street, 11366",40.7311623,-73.7868482
"73-07 185 Street, 11366",40.7320581,-73.7853038
"73-54 186 Street, 11366",40.73102859999999,-73.7843391
"73-28 188Th Street, 11366",40.7322667,-73.7829138
"73-43 186Th Street, 11366",40.73142989999999,-73.7839865
"73-48 187 Street, 11366",40.7314364,-73.7835279
"73-20 193Rd Street, 11366",40.7336375,-73.7795202
"73-15 190Th Street, 11366",40.7333184,-73.7808026
"73-51 187 St, 11366",40.7314563,-73.7830294
"73-55 192Nd Street, 11366",40.7325393,-73.7794438
"73-44 194 Street, 11366",40.7332976,-73.77830569999999
"7338 189Th St, 11366",40.7323081,-73.7818819
"73-33 188Th Street, 11366",40.7322504,-73.78228399999999
"73-59 193Rd Street, 11366",40.7327623,-73.7785131
"73-31 193 Street, 11366",40.73349160000001,-73.77886409999999
"7303 194Th Street, 11366",40.7344721,-73.7783292
"73-11 194Th Street, 11366",40.7342697,-73.778207
"73-36 196 Street, 11366",40.7340411,-73.77667459999999
"75-33 Utopia Parkway, 11366",40.7276399,-73.7921975
"73-07 195 Street, 11366",40.7346372,-73.77739849999999
"73-09 196 Place, 11366",40.7350917,-73.7756635
"73-71 194 Street, 11366",40.7327072,-73.7774795
"75-74 177 Street, 11366",40.7265464,-73.7913013
"75-24 179Th Street, 11366",40.7283959,-73.7901396
"75-88 180Th Street, 11366",40.7270164,-73.7885802
"75-73 179 Street, 11366",40.7272244,-73.7890718
"75-20 181 Street, 11366",40.729011,-73.7884202
"75-64 184 Street, 11366",40.7285703,-73.7853152
"75-64 184Th Street, 11366",40.7285703,-73.7853152
"75-07 181 Street, 11366",40.7294741,-73.7880916
"75-19 182 Street, 11366",40.7293997,-73.7871017
"7507 183 Street, 11366",40.7299315,-73.7863407
"75-03 184Th Street, 11366",40.7302559,-73.785499
"75-03 184 Street, 11366",40.7302559,-73.785499
"75-08 184 Street, 11366",40.7300201,-73.7859716
"75-71 184Th Street, 11366",40.7284691,-73.78475619999999
"75-55 185 Street, 11366",40.7291242,-73.78402969999999
"75-32 187 Street, 11366",40.7300755,-73.7829007
"75-17 186 Street, 11366",40.7303895,-73.7834768
"75-42 189Th Street, 11366",40.7302183,-73.7808889
"75-22 189Th Street, 11366",40.7307498,-73.7811337
"75-45 190Th Street, 11366",40.7304892,-73.7794754
"75-38 189 Street, 11366",40.7303229,-73.7809509
"75-46 193 Street, 11366",40.7308375,-73.7782005
"75-27 188 Street, 11366",40.7305536,-73.7814818
"75-34 193 Street, 11366",40.7311422,-73.7783606
"75-32 188 Street, 11366",40.7302914,-73.7820074
"75-27 188Th Street, 11366",40.7305536,-73.7814818
"75-50 193 Street, 11366",40.7307351,-73.7781605
"75-11 193 Street, 11366",40.7319426,-73.7781351
"75-55 192 Street, 11366",40.7305287,-73.7784971
"67-41 185 Street, 11365",40.7352253,-73.7867859
"75-62 196 Place, 11366",40.7314272,-73.7744321
"75-59 194 Street, 11366",40.730917,-73.7766473
"181-05 64 Avenue, 11365",40.7381647,-73.7919557
"61-17 184 Street, 11365",40.739216,-73.7896564
"75-40 196Th Place, 11366",40.7320803,-73.7747557
"75-15 196Th Place, 11366",40.7327915,-73.7745266
"73-44 198Th Street, 11366",40.734537,-73.7740203
"67-21 185 Street, 11365",40.7357549,-73.7870583
"73-37 197Th Street, 11366",40.7346417,-73.7744799
"73-50 198Th Street, 11366",40.7343694,-73.7739284
"75-35 196 Street, 11366",40.7320161,-73.7752038
"73-05 197 Street, 11366",40.7354391,-73.7748337
"73-37 198 Street, 11366",40.7348572,-73.7736899
"73-48 199Th Street, 11366",40.7347106,-73.773216
"7333 198Th St, 11366",40.7350359,-73.77377919999999
"75-40 199Th Street, 11366",40.7326026,-73.7723082
"75-30 198 Street, 11366",40.7327855,-73.77320379999999
"7540 199Th Street, 11366",40.7326026,-73.7723082
"75-66 197 Street, 11366",40.7315346,-73.7734742
"75-08 198 Street, 11366",40.7333773,-73.7734688
"182-12 Horace Harding Expwy, 2K, 11365",40.73903500000001,-73.7912769
"196-40 67Th Ave, 1, 11365",40.73843100000001,-73.7772091
"196-12 67Th Ave, 54, 11365",40.7388032,-73.7780301
"196-58 67 Avenue, 2 Fl, 11365",40.7389649,-73.7774313
"196-46 67Th Ave, 2, 11365",40.7386013,-73.77719139999999
"196-44 69Th Avenue, 1, 11365",40.7362917,-73.7763002
"196-55 73Rd Ave., 1H, 11365",40.7358026,-73.77604459999999
"196-65 69 Avenue, 2, 11365",40.7368299,-73.77833
"196-26 69Th Avenue, 1St F, 11365",40.7367324,-73.7769672
"75-72 185Th Street, 11366",40.7283959,-73.7843149
"69-46 197Th Street, Ua, 11365",40.7360978,-73.7755971
"196-27 73Rd Ave, 1A, 11365",40.7358033,-73.7766262
"75-67 193 Street, 11366",40.7304537,-73.7774178
"75-65 186 Street, 11366",40.7291449,-73.7829316
"250-17 Elkmont Avenue, 11426",40.746013,-73.720854
"76-18 251St Street, 11426",40.7452402,-73.7204787
"77-21 249Th Street, 11426",40.7432358,-73.721045
"250-10 Shiloh Avenue, 11426",40.7444452,-73.7203905
"69-16 260 Pl, 11004",40.7534115,-73.72118309999999
"69-45 266 Street, 11004",40.755166,-73.7190043
"266-11 72Nd Road, 11004",40.754902,-73.71679879999999
"261-48 72Nd Road, 11004",40.7542313,-73.7170637
"26138 72 Road, 11004",40.7541312,-73.7172901
"69-22 261 Street, 11004",40.7541153,-73.7204776
"77-46 251 Street, 11426",40.7436082,-73.71976939999999
"77-26 Little Neck Parkway, 11004",40.74519009999999,-73.7184767
"77-50 Little Neck Parkway, 11004",40.7445624,-73.7181896
"76-35 263Rd St, 11004",40.7489417,-73.7100768
"76-10 267 St, 11040",40.7512786,-73.7086753
"76-30 266 Street, 11040",40.7503608,-73.7087196
"76-50 266Th St, 11040",40.7500122,-73.70815979999999
"77-39 252Nd Street, 11426",40.7444621,-73.71863770000002
"76-26 265 Street, 11040",40.7499577,-73.7095021
"76-44 265Th Street, 11040",40.7495906,-73.7089134
"76-44 267 Street, 11040",40.7505149,-73.7075578
"76-40 265 Street, 11040",40.7496558,-73.7090371
"76-48 264Th Street, 11004",40.7490507,-73.70957039999999
"76-13 266 Street, 11040",40.7509471,-73.7087434
"267-18 77Th Ave, 11040",40.7507965,-73.7063403
"76-54 271 Street, 11040",40.7526593,-73.7049158
"252-07 Elkmont Avenue, 11426",40.7464496,-73.7193793
"76-07 271 Street, 11040",40.7537461,-73.7058406
"76-07 Hewlett Street, 11040",40.7543631,-73.7052312
"76-03 Hewlett Street, 11040",40.7544426,-73.70534430000001
"271-24 77 Road, 11040",40.7526647,-73.7030192
"271-07 77Th Road, 11040",40.7525933,-73.7038452
"27008 77Th Avenue, 11040",40.7522507,-73.7047414
"76-33 270Th Street, 11040",40.7527032,-73.70568589999999
"264-46 73Rd Avenue, 11004",40.754593,-73.7151343
"76-04 Little Neck Pkwy, 11004",40.7461727,-73.718857
"77-24 252 Street, 11426",40.7447296,-73.71929949999999
"76-04 267Th Street, 11040",40.7513425,-73.7087724
"77-18 271 Street, 11040",40.7521674,-73.7041802
"268-03 Union Turnpike, 11040",40.7507421,-73.70561
"76-37 266Th Street, 11040",40.7505264,-73.7081062
"75-02 249Th St, 12D10, 11004",40.74543999999999,-73.72250369999999
"245-47A 76Th Avenue, A, 11004",40.7443602,-73.7248007
"247-49 76Th Avenue, 13-D1, 11004",40.7447451,-73.7228548
"271-34 77Th Road, 11040",40.7528502,-73.70283529999999
"75-16 249Th Street, 12F62, 11004",40.74512259999999,-73.7224494
"245-7 76Th Ave, 16D12, 11004",40.7437133,-73.725668
"252-27 72Nd Avenue, 160B, 11426",40.7499099,-73.72194999999999
"75-22 249Th St, Gv12, 11004",40.7450146,-73.7223133
"71-04 Little Neck Parkway, 134A, 11426",40.7520399,-73.72108
"71-14 Little Neck Parkway, 139B, 11426",40.7520399,-73.72108
"71-23 252Nd Street, 190A, 11426",40.7507999,-73.72283999999999
"71-12 Little Neck Parkway, 138A, 11426",40.7520399,-73.72108
"71-05 252 Street, 198B, 11426",40.7517799,-73.72192989999999
"71-32 Little Neck Parkway, 148B, 11426",40.7520399,-73.72108
"71-38 Little Neck Parkway, 151B, 11426",40.7520399,-73.72108
"251-30 71St Road, 20A, 11426",40.7505299,-73.7241599
"251-25 71St Avenue, 110B, 11426",40.7522899,-73.72314999999999
"251-12 71St Road, 29B, 11426",40.7505299,-73.7241599
"251-33 71St Road, 50B, 11426",40.7505299,-73.7241599
"251-38 71St Road, 18B, 11426",40.7505299,-73.7241599
"71-56 252Nd Street, 8A, 11426",40.7507999,-73.72283999999999
"251-39 71St Road, 53A, 11426",40.7505299,-73.7241599
"71-68 252Nd Street, 2B, 11426",40.7507999,-73.72283999999999
"251-45 71St Ave, 120B, 11426",40.7522899,-73.72314999999999
"71-44 252Nd Street, 14B, 11426",40.7507999,-73.72283999999999
"70-02 252Nd Street, 124B, 11426",40.7520399,-73.72108
"71-24 252Nd Street, 65B, 11426",40.7507999,-73.72283999999999
"254-15 74Th Avenue, Gv64, 11004",40.74755469999999,-73.71835899999999
"251-59 71St Road, 63A, 11426",40.7505299,-73.7241599
"254-16 73Rd Road, 68B81, 11004",40.7491857,-73.7188875
"254-18 73Rd Road, 68B7, 11004",40.74926060000001,-73.7189114
"73-01 Little Neck Parkway, 2H, 11004",40.74923769999999,-73.71947759999999
"73-34 255Th Street, 69A5, 11004",40.7483108,-73.71852129999999
"255-34 73Rd Avenue, 73B71, 11004",40.7503854,-73.7178315
"73-15 Little Neck Parkway, 67H32, 11004",40.7487428,-73.71928799999999
"73-42 255Th Street, Gv69-, 11004",40.7482922,-73.7181792
"73-06 260Th Street, 73A13, 11004",40.7505075,-73.71753620000001
"255-05 74Th Avenue, 71A2, 11004",40.74828710000001,-73.7170941
"255-02 73Rd Avenue, 72G17, 11004",40.7501681,-73.7182699
"73-17 Little Neck Parkway, 67H42, 11004",40.7487653,-73.7191421
"73-05 255Th Street, 72G14, 11004",40.7495988,-73.7179095
"73-53 255Th Street, 71G91, 11004",40.7484462,-73.71745100000001
"73-76 260Th Street, 78H42, 11004",40.749121,-73.7164559
"254-07 73Rd Road, 1, 11004",40.7497568,-73.7194038
"71-08 260Th Street, Gv105, 11004",40.7515045,-73.719432
"70-54 260Th Street, Gv115, 11004",40.751835,-73.7198988
"71-30 260Th Street, 106B8, 11004",40.751085,-73.71895529999999
"72-03 Little Neck Parkway, 113B2, 11004",40.7508471,-73.7202003
"255-31 73Rd Avenue, 107H4, 11004",40.7505836,-73.7186461
"71-08 260Th Street, 105H, 11004",40.7515045,-73.719432
"72-23 Little Neck Pkwy., 112A6, 11004",40.7509272,-73.7195354
"71-52 260Th Street, A12, 11004",40.7518299,-73.7192
"260-01 Langston Avenue, 117A5, 11004",40.7520404,-73.71906179999999
"254-09 73 Road, Gv109, 11004",40.7498251,-73.71935789999999
"260-31 Langston Avenue, 119A5, 11004",40.752805,-73.7192707
"70-08 261St Street #Gv121, A9-1, 11004",40.7534189,-73.71855250000002
"260-60 73Rd Avenue, 84B, 11004",40.7513436,-73.71565009999999
"70-16 261St Street, 121A5, 11004",40.75313910000001,-73.7183855
"260-34 73Rd Ave, 84G42, 11004",40.7514568,-73.71625929999999
"260-19 74Th Avenue, 85H8, 11004",40.7507029,-73.7152025
"260-28 73Rd Avenue, 84A1, 11004",40.7514409,-73.71656610000001
"260-21 74Th Avenue, H7-2, 11004",40.7498499,-73.71500999999999
"260-31 74Th Avenue, 85G2, 11004",40.7507502,-73.7145895
"260-56 73Rd Avenue, 84B15, 11004",40.7511898,-73.7156135
"260-64 73Rd Avenue, 84G19, 11004",40.7515231,-73.71549759999999
"73-14 263 Street, G11-2, 11004",40.7518099,-73.7150899
"73-23 260Th Street, 82B4, 11004",40.7507611,-73.7165266
"260-02 Langston Avenue, A10-1, 11004",40.7518299,-73.7192
"261-16 Langston Avenue, 99E14, 11004",40.7525543,-73.7171165
"260-12 Langston Ave, Upper, 11004",40.7519494,-73.71850289999999
"260-23 73Rd Ave, 102E1, 11004",40.751667,-73.7172495
"260-32 Langston Avenue, Gv100, 11004",40.7524434,-73.717923
"260-03 73Rd Avenue, 102A6, 11004",40.7512429,-73.7176313
"260-38 Langston Ave, 100A7, 11004",40.7523607,-73.71771140000001
"261-08 Langston Avenue, 99E18, 11004",40.7528264,-73.7173067
"261-54 Langston Avenue, 98A14, 11004",40.7528843,-73.71626169999999
"260-36 Langston Avenue, 100A8, 11004",40.7523214,-73.7177907
"261-22 Langston Avenue, 99A11, 11004",40.752404,-73.7170002
"261-68 Langston Ave, A7-1, 11004",40.7529099,-73.7179499
"263-33 73Rd Avenue, 97A72, 11004",40.752501,-73.7157493
"26143 Langston Avenue, A91, 11004",40.7529099,-73.7179499
"261-01 Langston Avenue, Upper, 11004",40.7531499,-73.7176815
"264-15 Langston Ave, 131E2, 11004",40.754011,-73.714542
"264-46 Langston Ave, 91E41, 11004",40.7531524,-73.7136022
"264-40 Langston Avenue, 1A, 11004",40.7529493,-73.7134423
"264-53 Langston Avenue, 1St F, 11004",40.7541432,-73.71393739999999
"264-15 Langston Avenue, 2, 11004",40.75246780000001,-73.7140494
"245-21A 77Th Crescent, Gv-F6, 11426",40.7434434,-73.7248558
"261-47 Langston Avenue, Gv125, 11004",40.7535674,-73.7164653
"263-32 73Rd Avenue, 94E1, 11004",40.7526727,-73.7145635
"247-19 77Th Crescent, 20A21, 11426",40.7437259,-73.7240534
"247-16B 76Th Ave, 23C10, 11426",40.7444053,-73.72376609999999
"247-25 77Th Crescent, 20F51, 11426",40.7438185,-73.72376899999999
"247-32 76Th Avenue, 2B, 11426",40.7444511,-73.7232461
"247-45A 77Th Crescent, 21D41, 11426",40.7433868,-73.72332109999999
"247-63 77Th Crescent, Gv22, 11426",40.7437983,-73.7229527
"247-34 76Th Avenue, 23F1, 11426",40.7444469,-73.7231395
"247-40 77Th Crescent, Fl 2, 11426",40.7428649,-73.7226879
"247-09 Union Turnpike, 1D21, 11426",40.7424312,-73.7224139
"247-58 77Th Crescent, 9C6, 11426",40.7434457,-73.7223547
"247-38 77Th Crescent, 1A17, 11426",40.7429321,-73.72274569999999
"247-66 77Th Crescent, 9C22, 11426",40.7437324,-73.72236079999999
"76-16A 249 Street, Gv12, 11426",40.7440351,-73.72188729999999
"247-78 77Th Crescent, 10D52, 11426",40.7443106,-73.7223635
"77-07 247Th St, 1A91, 11426",40.74268,-73.72294769999999
"254-20 75Th Ave, 55H71, 11004",40.74574339999999,-73.7169317
"254-21 Union Turnpike, Gv53, 11004",40.7450945,-73.7161127
"254-14 75Th Avenue, 55H10, 11004",40.7457354,-73.7172343
"75-26 255Th Street, 52G91, 11004",40.7460869,-73.7162326
"75-38 255 Street, Gv52B, 11004",40.7457397,-73.7161327
"75-15 254Th Street, 54H12, 11004",40.745257,-73.71708
"254-12 74Th Avenue, A, 11004",40.7470367,-73.7180166
"254-22 75Th Avenue, A, 11004",40.74575309999999,-73.7167939
"75-30 255Th Street, 52B7, 11004",40.7459746,-73.7163303
"254-33 75Th Avenue, Gv58, 11004",40.7462885,-73.71724689999999
"254-24 74Th Avenue, Gv62, 11004",40.7471729,-73.71754609999999
"254-36 74Th Avenue, Gv63B, 11004",40.7475136,-73.7173036
"255-02 74Th Avenue, Gv25, 11004",40.7479322,-73.716827
"255-06 74Th Ave, 25A11, 11004",40.7480431,-73.7167049
"7506 255Th Street, Gv56, 11004",40.7469677,-73.7165715
